sae_dim,score
415,13.75467648094155
2784,13.533057302232708
1436,12.76085790248769
3160,11.240818295661745
1597,10.836347402315102
920,10.252870564158277
460,9.709121135300853
633,9.082097634302924
1845,8.676727527634798
2064,8.647714764962142
2352,8.26325855878047
3242,7.542186592076426
334,7.52524397538605
472,7.432078842190398
3033,7.206607193306639
265,7.193702028312815
2183,6.805062179725237
3378,6.252447303695984
1360,6.196551016833302
4029,6.130009530266643
1093,6.105874897472585
3471,6.089029201924173
713,6.011484925589927
4043,5.960664944336925
2562,5.91626365638539
1357,5.848335622285251
2319,5.797253409206386
2427,5.6801758413273875
1789,5.6032887890956395
3469,5.573363039672834
4011,5.442675270356083
2716,5.35853582153879
3859,5.258091448003795
3635,5.19576631513032
645,4.903735969481582
700,4.672940677396716
2922,4.612922905505002
732,4.585291192320289
2253,4.3979154365569215
1238,3.966872328898834
459,3.948986546229378
2525,3.7327230269417813
2750,3.7283927809961113
659,3.6206219678093046
435,3.5799767582392543
311,3.2565143643590293
1462,2.975944720444262
3802,2.96482965705285
1946,2.889479827749734
1329,2.8020106926031594
1899,2.690460383854565
538,2.6731621948102235
3572,2.668560523511356
298,2.6645069419156697
3269,2.5093160206452048
542,2.3844767534958815
2182,2.334807379199286
331,2.2294309867686652
2573,2.227436118018896
2462,2.225073675313802
3302,2.064486194196682
3520,2.019044807305905
570,2.002593501947477
402,1.9550017220093525
1552,1.9464600974073318
1326,1.7890648708159613
990,1.7646152215921982
2787,1.7595097599011746
2835,1.6887426275956705
2277,1.654189465304541
965,1.6475729605468379
3507,1.6294093599316946
4038,1.6228860541272199
4004,1.6119436856628062
862,1.5865869541812883
1259,1.5814694671455627
1149,1.5383120667921955
3071,1.5350631638194536
3820,1.5322385875784077
1770,1.5200925382885715
3990,1.5177141130585943
2707,1.4602834316846034
1832,1.442691841217925
3181,1.3932922724314758
316,1.3775130968889593
2356,1.3474703792705196
1262,1.3359159051827203
230,1.2991390481899234
1726,1.2049604676318233
1991,1.1771478133066422
3213,1.145542257819805
1956,1.1132156903063235
3955,1.0579768945319905
1718,1.009852530392373
1987,1.00591058407241
253,0.9931267365713822
1672,0.932375096019789
3337,0.8715393417719747
3668,0.863655114590883
2877,0.8557074074905047
2116,0.851285811291904
3708,0.8470831501487447
1217,0.8292588386693552
2581,0.8254283049272075
1744,0.8185958414669255
382,0.8096900105613711
784,0.7811428426327555
2834,0.7795847500019406
3578,0.7769078784313941
1636,0.76078875182279
3830,0.7598972190811373
619,0.7321905141126525
1374,0.7177995203883587
1132,0.6868722887480645
3817,0.68232572280317
2843,0.675060702434264
4037,0.6709576234863749
3481,0.6584416296313153
812,0.6576884499729314
1323,0.6558971551676427
2229,0.650340858921991
638,0.6367044072526394
653,0.6333292361782308
4017,0.6325533477325181
2479,0.6164756351686369
3082,0.604136624747683
3614,0.5580454099999278
831,0.5571994189492978
2331,0.5492237445365188
3978,0.5432997937247585
3555,0.5399347323869523
3402,0.5382453662554103
314,0.5363251274231312
1271,0.4799237692116782
2475,0.4778459470889577
743,0.4763835152453034
327,0.4668728775731196
3154,0.46351857648027317
2670,0.44468042892768134
3964,0.4343106146544523
2275,0.43399045256443874
1497,0.4027504030121723
513,0.4005907423000914
598,0.36646014294885054
3632,0.3495656462104248
3848,0.3446204472888219
2029,0.34076297158982455
3247,0.3263540373867325
1561,0.29849791095460027
3824,0.2944523837503647
312,0.28187322578539875
2966,0.26687149480649675
926,0.25454509167138495
822,0.24434589332820877
3448,0.22312317568716009
1444,0.2226617983847165
3425,0.22095016963978112
727,0.20495918032097662
262,0.20439266201169043
1911,0.19854657193761088
1138,0.19832660042128233
921,0.19424110714909826
3928,0.18612398540928937
2588,0.18129023599730396
3225,0.17913962108363826
1455,0.1755489927508173
3466,0.1753186174413596
3624,0.17290003871824375
3134,0.17177320611081248
74,0.1620091748255394
3930,0.15877167674916134
3248,0.1511484019208612
518,0.1510274510800673
2873,0.149022332201682
742,0.14703823182846862
281,0.13379139391639808
2114,0.13373961120398867
1793,0.12648655764675543
3039,0.12385574946289879
141,0.12188491932200274
2647,0.12070671837703355
4083,0.12033386629500539
2418,0.11423868663718884
1874,0.10831648871635528
3303,0.10825070488819813
3749,0.10683358950900816
2624,0.10541898312755452
212,0.10503660419380365
2534,0.09930056463492166
2979,0.09762347324746928
2978,0.09352472598932314
1309,0.09181439934316753
3724,0.08689274479011459
864,0.08673710601483185
3977,0.08670463795023067
3697,0.08316448845047185
1226,0.08124038383077407
3736,0.0792123005325481
704,0.07783893384598224
3723,0.07762269646865674
1619,0.07656380631386757
803,0.07241204714456337
804,0.0721099313305339
2541,0.07171396015308978
2310,0.06999999782747969
3393,0.0665345980218689
1865,0.06457125795792563
1047,0.06256552055595707
1516,0.06018381070816793
1280,0.06000000012729506
3035,0.05993217837945486
1841,0.05929977491434535
1107,0.05686238593552399
4062,0.055011536983749366
3634,0.05468414770512069
589,0.05260946448605569
1438,0.049277827785974795
1608,0.04846042803226414
2332,0.04818399009901701
3506,0.048169747689825515
1653,0.047452441345267216
142,0.04719087521181291
778,0.04511513487361151
1690,0.04450226282022181
4086,0.04417783148472111
3881,0.043451586046554434
3170,0.04289775800518096
3969,0.04274990985571984
1083,0.042723835356153955
3391,0.04212796652027634
36,0.04167688430212065
1844,0.04114294651020454
2676,0.041078261491429256
3473,0.04045682840208348
2112,0.03919934600260285
3208,0.0381109889812736
3366,0.03786144751169553
2798,0.03740822315621094
2789,0.036667029739708284
1741,0.036277852445529654
3790,0.0362644660750931
1905,0.035109279108893124
2295,0.0347384227591281
3238,0.03403641451833088
2450,0.033642985256419504
1164,0.03314492872527118
2929,0.032610382136118055
2007,0.03242041221665967
1859,0.032263537898540286
1555,0.03207449701361145
1846,0.03102908659113475
1500,0.03062905623133764
3553,0.030143930379199945
521,0.03000000032270132
2311,0.03000000030300083
180,0.029999999952609522
436,0.029333796768499055
516,0.028995934384741462
2778,0.028575340205493734
57,0.028461932306606562
2639,0.028250095323229057
3517,0.028124093156598952
27,0.027868138405389434
2041,0.027839646574999266
828,0.027810676450666455
3673,0.02768209436842553
2014,0.027125867333484276
2607,0.026801518925296572
125,0.026683682257907845
2436,0.02642339871208187
2298,0.026414165897499436
1161,0.026409297936795105
1293,0.0264049258787888
1169,0.02625195907517039
770,0.02597471396782887
3282,0.025821935128740175
3633,0.025752720585474363
3683,0.02558102215548638
3944,0.025408027256814614
1721,0.02534754711633191
1974,0.02530432086863586
1159,0.025020775691819052
945,0.024595867537298092
2993,0.02404683570734071
3065,0.023677473558056165
869,0.023284503821822664
1188,0.023283024110594745
122,0.023122976593428244
2728,0.022823392085833887
2958,0.022594646700062285
2844,0.022573692653054353
2662,0.02242120405348951
1576,0.022146004433437914
3297,0.022066460150478768
54,0.021404804074368684
3778,0.021400060398580688
967,0.021296811024168333
1856,0.02100803244374501
1091,0.020865755524686155
1051,0.02068624979149446
1131,0.020524259549571995
1458,0.020356603120406373
1032,0.0203478589614792
3490,0.02032698237508382
389,0.020291477316080168
982,0.020180663391500053
867,0.02016167470809117
3758,0.02000000014184879
3797,0.01999999996854464
1417,0.019999999948909095
1296,0.019999999931926846
1071,0.01999999988766147
3235,0.019999999866979343
1394,0.01999999986264294
1544,0.019999999800943285
1015,0.019999999740045248
1591,0.01999999970282561
1736,0.01999999951514286
728,0.0199999995113045
4014,0.019741804045405324
917,0.019488929352337904
3710,0.01945346378357273
3178,0.01941837841341638
595,0.019379168203242265
2725,0.01930546839110516
3855,0.01924245149383727
719,0.019190122880849706
625,0.018932068416080455
2905,0.01889953214871562
3659,0.018675905079088846
156,0.018638567600944587
3305,0.018528759241465277
2861,0.018374047568507423
1094,0.01802473030253978
3279,0.017859924840229722
3280,0.017537952114766567
1671,0.017389023150469786
2950,0.017383330011968887
773,0.017367530758030648
3676,0.017192370785871422
1708,0.01697868879081257
232,0.016875021240125316
22,0.016829682869512665
1772,0.01682220715941369
416,0.016588334147453615
2338,0.01653955146070747
3811,0.016515579010283225
649,0.016391069444078223
2463,0.016294641555009117
17,0.01605233050351502
2545,0.015870153343061726
325,0.014850694637069808
3661,0.014551355826438843
2382,0.014216584688182921
2856,0.014056499857351867
1558,0.014027248466173875
98,0.013925853164464581
1346,0.013599272395667168
2063,0.013483984779948612
4034,0.013477319813220014
3995,0.013436109183610968
787,0.01315785322301565
3157,0.013120699237371357
239,0.012634361624187317
3324,0.012450927539901964
3568,0.012347952686329716
218,0.012168556739696737
