sae_dim,score
3160,1.742991592826382
4011,1.6720090638556284
2427,1.6186701472180778
2064,1.513875909670689
1436,1.500485691192709
2784,1.4321683734820987
2352,1.4134658299478084
1845,1.3749674605535622
3242,1.3707325454377153
1597,1.3672036997435504
633,1.3069109620115065
1329,1.2718518934177805
415,1.2605605620439062
2277,1.2469822532183177
460,1.2319509867185936
3378,1.2194676826857453
3820,1.1983952473816215
920,1.1692019587216325
334,1.1589808010549145
2922,1.1014526905417252
713,1.0963274368714364
2750,1.0806867145849084
265,1.0739103724040184
3507,1.06142541925665
4029,1.03459368780653
3469,1.0303537581104185
732,1.0230037555322395
1832,1.0229566470139277
2183,1.003870404213648
2716,0.9711596836595275
3859,0.9385918457769445
402,0.9363401485322054
3471,0.9278125530072157
3033,0.9265089764933208
1093,0.9097076769277848
2707,0.8967474452508469
3635,0.8776143079846414
298,0.873196500745249
2253,0.8640139939552778
1789,0.8587227411085004
700,0.8548346341536761
472,0.8532536382530692
1326,0.8425011900333788
2319,0.8386278508169793
1946,0.8251594626511642
253,0.8208618227850667
1360,0.8115050568561343
311,0.8005044084783438
1357,0.7953106150925494
2182,0.7894408177477572
382,0.781803509674666
3181,0.7727107991975991
4043,0.7723534731538824
3802,0.7720813823354692
2525,0.7551290626087873
619,0.7525991682995332
2581,0.7450789450418044
2116,0.7438346979902704
3578,0.743472385557844
3817,0.7381439996650069
1718,0.7353036014901599
2562,0.7312814497501389
645,0.730203374626103
1770,0.7291032234040549
3071,0.7155396686073953
1744,0.7054851741034517
459,0.6859035814473491
743,0.6738015631459304
2462,0.619042891925277
538,0.6161764253999497
1462,0.6110499866477433
2877,0.6106664289757368
3520,0.6077455602398648
3082,0.5957476445551242
990,0.5808647708651625
435,0.5786035792077537
1259,0.5768238423033831
3555,0.5736455691510481
1956,0.5736019529484773
1726,0.5688204245647732
659,0.5343243627282868
3955,0.5292213965613528
570,0.5282675187336181
331,0.5220719195087647
4038,0.5140983549702275
1238,0.5057902388113736
3337,0.5055430811736685
1217,0.5051968634240349
1636,0.4841987062094454
1262,0.4785074440304222
1271,0.47811121436114723
230,0.4728252094269174
965,0.47153532621787647
1149,0.46606464452128904
862,0.45302498381662804
2835,0.44685591575678596
2834,0.43719121740880923
3269,0.4363530352257813
3990,0.43006444256427073
1552,0.42967733726903146
2573,0.4232703170262333
1899,0.4232041402228623
2787,0.42075875976086285
2356,0.4140941877508485
3302,0.41139655291067856
3830,0.38201808182732
542,0.38040329430386466
4004,0.3802601321337998
3668,0.3794540447649552
1991,0.37228001221018653
3572,0.36662528415405377
316,0.3591482910874059
3481,0.35208089470955173
2479,0.3262111384051996
3978,0.32612912063233807
638,0.32532394590694785
4037,0.3234856345824341
1374,0.3232803666996631
812,0.3087021442667537
1672,0.29802875816320484
513,0.2751889251936538
2670,0.2681493147417267
1987,0.26798751147881694
598,0.26610224196675936
4017,0.2628294716813546
1444,0.25985373536761314
3708,0.24665515630951812
2843,0.24293298532375648
1132,0.23907080367658046
3632,0.22181997193399716
314,0.22171328503568888
3723,0.2155846570134571
3614,0.21532005812966684
2588,0.21281498654146502
3848,0.21079833439529183
2331,0.20996857276189307
327,0.2084734518313437
2229,0.2008906784212044
831,0.19613048758507262
3039,0.19311812844154044
653,0.18609103533973606
784,0.18570053488763158
3213,0.17984205318527774
3134,0.17785123143791823
3154,0.1773181374270048
2029,0.17526248069608688
312,0.17359912545006573
3964,0.17269146292538395
1497,0.16160132011894107
262,0.16111352976357415
804,0.15267085496500346
3247,0.14081858481477005
2475,0.1337709177215677
1138,0.1279979455367223
3697,0.12331533287540701
1323,0.12226063948046631
727,0.12188373655723572
822,0.11528218093484081
3824,0.1151732287526328
3425,0.10780889494077231
1561,0.10599543261284422
921,0.10087661084592547
844,0.10086859846714048
2534,0.10067500644794672
281,0.1000668971486858
926,0.09709565449357609
2109,0.09582107516991814
1455,0.09563932540570808
66,0.091936150617884
1911,0.09135635031042173
3928,0.08916424981315078
2966,0.08755673533302112
3466,0.08749168446313943
518,0.08733290541945682
74,0.08691648274641968
1721,0.08652200581162395
3930,0.08492784814982969
2541,0.08463742925195522
3248,0.08067323112683004
3393,0.07942511094659728
1793,0.07907326166090782
3402,0.07901917104534677
2275,0.07788264476902969
1007,0.0742835761611094
4083,0.07347057848015646
3624,0.07303488968259411
3622,0.07230999700463253
1964,0.0719810672265083
1874,0.0698319641721949
2114,0.06892503812197454
3415,0.06882530037174459
2418,0.06854708038615862
212,0.066674411583594
36,0.06595039676077774
3977,0.06390345254777745
3035,0.06338435988305449
3683,0.062028856611361496
742,0.061214289691527944
1730,0.05864888776774779
3448,0.05849280969338964
2053,0.058237913738251726
3724,0.057972147788149624
2310,0.05680973431826415
2624,0.055648514694724635
141,0.053651487029646096
704,0.053108941578208516
3959,0.05286548744747738
595,0.05186468991340653
1471,0.050485831917084785
1280,0.05046275461992906
2873,0.05014482355235353
642,0.04997452163937031
1309,0.04779992676696158
708,0.04722809684827934
3881,0.04684541575767005
3463,0.04630508656305704
3749,0.04612453366270184
2647,0.04498225998220092
2978,0.044680618419079714
777,0.04442398989885714
161,0.04417129729855973
521,0.04276146626108372
3855,0.04190479958506043
2431,0.04069228777724966
2578,0.03828720158380537
1286,0.03771998748448
218,0.03686648532977774
122,0.033699849337093746
1516,0.03366960194886631
698,0.03308123874447763
1304,0.031168262033909988
3225,0.030913302654084332
220,0.03033612397365031
142,0.030248573432645167
803,0.029476100128599678
1827,0.028870768552955468
4086,0.028680476878536986
1690,0.028599214216684876
2672,0.028077798767194247
1567,0.02723469153647567
2471,0.027143605009201974
149,0.026842860692174356
3404,0.026163789479085316
3547,0.02548619436595565
2241,0.02499152141362693
2979,0.02483020675588802
3165,0.024151752579750888
1619,0.023347811763473846
2731,0.02323789982817334
3303,0.02321027785745441
2032,0.022566561211937203
2493,0.02146990750601695
516,0.021395893111910286
2131,0.020705116477827863
1865,0.01927760083424797
2780,0.019101657060298073
3252,0.018813659032945462
2789,0.01867633969466725
1367,0.018321621868420776
1438,0.018138503656441148
736,0.017641015900602998
3943,0.01733121540098316
3736,0.01728616540471328
778,0.016250789167980874
4062,0.016000342614682198
1294,0.015944944381923187
3506,0.015832476697931534
1226,0.01535753390839015
864,0.0152615304326543
3194,0.014645318434241437
589,0.014587558414592219
1653,0.014446860649818608
1575,0.014366864553175531
858,0.01399016241350199
3473,0.0133883748015391
2601,0.013065305902904382
915,0.012990263330494878
2796,0.012782117067212932
1841,0.012586904001894755
1083,0.012356582378203302
1159,0.01232952598825711
1056,0.011873964129008208
2798,0.011776549547574672
3634,0.011293055420096614
1905,0.011285503748091114
1844,0.010888516881158772
125,0.010477597029043358
1107,0.010467493542301276
2786,0.010419598125456333
775,0.010268934317413396
475,0.010244239347919041
3969,0.010087687847043765
2007,0.010054955964442079
3728,0.009791628611953903
3170,0.009728425755977634
2332,0.009689472847711694
3391,0.009417674316739743
426,0.009408213492198444
3238,0.009293570552471531
1500,0.009245950583379802
436,0.00896430515895089
711,0.008949312907872133
1116,0.008946558694825737
828,0.008911891769427657
3553,0.008872046778339004
1059,0.008733554719615517
