sae_dim,score
3817,1.0311888938691796
2427,0.9473633761245902
3134,0.6787528647282625
3802,0.678719887518427
1956,0.6389753118302349
1726,0.6275171976792395
402,0.6273396199586537
3520,0.6256658350068407
3682,0.6190938623512109
990,0.6190931597536117
700,0.615831046260601
645,0.6119196803287132
472,0.587703761433634
619,0.5806582201868546
2922,0.5729073788910797
415,0.5699780291360744
2064,0.5696482774766639
1436,0.562716248327453
3820,0.5608204872494646
1597,0.5591592715164745
1946,0.5581641364202694
633,0.5573209219755193
2352,0.5552852792615157
3859,0.5438253285682602
1326,0.5422763329509285
4043,0.5254980931984323
2750,0.5206127170565746
3378,0.5142306241202489
3181,0.4915596014820193
3635,0.4868481926756745
920,0.485870673022094
2462,0.48134307127420456
1845,0.47579393091787253
2716,0.4606649917009271
538,0.45932159917505594
4011,0.45392750737027554
3471,0.44936303982327314
253,0.44822974133516774
34,0.44136327304698364
1832,0.42879996161499595
1485,0.42285601771606496
3269,0.4211266101115778
2581,0.41820219248853857
265,0.41523062897838625
334,0.40773070769827574
1360,0.40761749468180625
3071,0.40432920403816835
123,0.40128286331727464
3160,0.39504104829283615
684,0.39142905291379404
2253,0.3871372032787336
3242,0.38269348506914724
3469,0.38035529794950984
732,0.3803444460993082
3578,0.37772031327254985
2562,0.3721917295152806
862,0.370828154161132
2116,0.3687028867446842
2784,0.365343609940245
3872,0.3580218011221053
659,0.35108804699558477
2525,0.34379375008543733
1374,0.33672053561099197
1721,0.3324229653476946
2183,0.3316469027192476
1093,0.3299667647789056
768,0.3241300622534333
3302,0.3187037494546011
780,0.3079160327860039
1377,0.2988230128017738
4029,0.29347014432839297
1636,0.2905619108697467
3213,0.2827754743584584
4004,0.2818501284471279
459,0.27646987975523585
3708,0.27484716218877087
2182,0.2747385732113387
331,0.2707796262446268
864,0.26875963712160883
570,0.266247012181146
4037,0.26004855970851765
1951,0.25968349597806595
3830,0.25869950681561554
3623,0.2562335161869161
713,0.25390000884811287
1357,0.2525412672984002
335,0.2511510277836
382,0.2478653517010884
2573,0.2449530081734851
460,0.24439024421465466
1718,0.24301041592439881
2668,0.24091025807059493
2787,0.2405608906617954
1899,0.23946106233373005
689,0.23875120276140158
3955,0.23763251871772897
308,0.23632706265199224
1672,0.23510314136560945
1789,0.2341451427236377
327,0.22915519328289105
2709,0.22914154665686978
812,0.22882787883322633
1304,0.22293871314093783
2277,0.2227303713414214
3717,0.22034955496264075
784,0.21976600556884748
121,0.21116389803663768
314,0.21030033414967284
743,0.20927972666244815
149,0.20607697145374546
311,0.20433696571335677
54,0.20095303343758403
3614,0.19837311754456124
435,0.19812526430838504
3481,0.1964362452955858
1589,0.1947021202933549
3033,0.1933698242564394
2371,0.18458414109986712
1180,0.18416134100347495
3294,0.18310933339752886
542,0.1789797960763948
3439,0.1785032374585027
1782,0.17270598366325343
1959,0.17223460748679903
2314,0.17106658201388134
522,0.16952034220589518
2001,0.16864657437396072
3723,0.16846772150880535
2440,0.1638310278549184
2029,0.1620191964258451
3341,0.16033396255196503
3318,0.1568408872068434
1611,0.15633428648685765
2439,0.1494861280553296
2229,0.14833335300138725
653,0.1425401687369624
2406,0.142538287767839
2810,0.14151609948078592
1203,0.1406986828418168
3373,0.1402744374052836
2966,0.13951414471597146
1896,0.13835403224677179
3210,0.13794218238949357
3506,0.13333890344866092
2020,0.13191185270012565
2733,0.13001457781634895
2588,0.12990567862108834
2963,0.129880346884455
2651,0.12969790114042115
3053,0.12695814629120558
1800,0.12659598184877266
3848,0.1260166638607215
3740,0.12449611868209247
2319,0.12449228886255607
312,0.12397013380045722
283,0.12252815251397982
2837,0.12251034947892002
1329,0.12082607438912192
2315,0.11774728442329091
3402,0.11706799478302182
908,0.1165447143992935
3566,0.1130495893093519
2418,0.11245965574578722
1238,0.11092522502008767
2356,0.10904444472998476
1462,0.10540373381520686
2937,0.10500556230166583
2446,0.10494813478347484
2592,0.1046067273147724
66,0.1042540595761048
2013,0.10279232123636986
927,0.10247149742687155
1901,0.10228378869800463
395,0.10095651707973317
3308,0.0999113655358547
220,0.09763405913498897
2737,0.09747998521473109
2560,0.09727778204590072
2541,0.09668411337259461
3393,0.09659213704922325
82,0.0964405587118666
2670,0.09493621193719107
3363,0.09456612460256034
1827,0.09427914805831125
589,0.09393925126862607
2824,0.09368551536808421
3990,0.09354370554923039
2469,0.0926467536897424
3969,0.09003811188179021
3464,0.08988373373080209
3599,0.08867678341021387
3525,0.0883543931103534
1105,0.08778216210902912
1200,0.08746645349451544
1224,0.08523426165679489
3598,0.08437892663562037
4038,0.08421443099853616
3060,0.08335517627573037
579,0.08240137545818241
140,0.0814920652678385
2957,0.08049251110426228
3751,0.07966185735812902
2338,0.07959209629946927
2976,0.07831197913335006
852,0.0781927589655882
199,0.0781816823856276
3070,0.0771642473184511
2463,0.0768598014090411
107,0.07673780579495675
3229,0.07603148966858297
2279,0.07582959834752989
3164,0.07569266803119812
957,0.07562334054351269
2519,0.07521898006049937
698,0.07520095801589106
3113,0.07415553992962354
3978,0.073564735188815
2723,0.07318138495768127
280,0.07225994886080335
267,0.072158161663164
3288,0.07176750678007697
1847,0.07169460918398805
3101,0.07110946572918414
622,0.0700995391814805
1744,0.06942754386060244
3947,0.0691865331498728
2298,0.06890869647886484
115,0.06866596849308293
965,0.06809792743042091
235,0.06772390386343603
2493,0.06751709212043595
2981,0.06750818282527644
3819,0.06741958734273454
3394,0.06611584329966835
844,0.06591285316625842
1483,0.06564340961261518
2790,0.06321058896931359
970,0.06280026438289334
873,0.06266572258121832
285,0.0622033560953374
2471,0.06216824953689892
3337,0.062139046561666404
1508,0.06207957711420694
2003,0.06090651427558262
232,0.06058948321585412
688,0.05991612260327336
4,0.05990745256114604
3705,0.05971966045615017
3832,0.059701918950470285
697,0.05964789989324681
192,0.058634915191635696
1398,0.058293017048371636
2479,0.05800323511087171
1092,0.05589845897431025
974,0.05537447545873599
1562,0.055103251299818405
3055,0.05508340770533096
3371,0.05499800722936778
1137,0.05465190454804446
2331,0.05444498168007216
